Transcript stable ID version,Gene stable ID version,Gene name,Gene type,Gene description
ENST00000398227.7,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000398229.7,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000398232.7,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000398234.7,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000398236.7,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000460989.5,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000462571.5,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000467403.5,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000468805.5,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000495521.5,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000497805.5,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000349112.7,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000398224.3,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000467162.5,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000495343.5,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000489319.5,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000466472.1,ENSG00000160191.18,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
ENST00000437426.1,ENSG00000225731.1,PDE9A-AS1,lncRNA,PDE9A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40440]
ENST00000450205.1,ENSG00000237864.1,LINC00322,lncRNA,long intergenic non-protein coding RNA 322 [Source:HGNC Symbol;Acc:HGNC:33698]
ENST00000442815.1,ENSG00000237989.1,LINC01679,lncRNA,long intergenic non-protein coding RNA 1679 [Source:HGNC Symbol;Acc:HGNC:52469]
ENST00000435702.1,ENSG00000225637.1,,lncRNA,novel transcript
ENST00000270162.8,ENSG00000142178.9,SIK1,protein_coding,salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]
ENST00000644871.1,ENSG00000142178.9,SIK1,protein_coding,salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]
ENST00000644689.1,ENSG00000142178.9,SIK1,protein_coding,salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]
ENST00000478426.1,ENSG00000142178.9,SIK1,protein_coding,salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]
ENST00000644750.1,ENSG00000142178.9,SIK1,protein_coding,salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]
ENST00000644276.1,ENSG00000142178.9,SIK1,protein_coding,salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]
ENST00000448049.1,ENSG00000188660.4,LINC00319,lncRNA,long intergenic non-protein coding RNA 319 [Source:HGNC Symbol;Acc:HGNC:19730]
ENST00000342757.3,ENSG00000188660.4,LINC00319,lncRNA,long intergenic non-protein coding RNA 319 [Source:HGNC Symbol;Acc:HGNC:19730]
ENST00000651768.1,ENSG00000188660.4,LINC00319,lncRNA,long intergenic non-protein coding RNA 319 [Source:HGNC Symbol;Acc:HGNC:19730]
ENST00000332440.4,ENSG00000185186.10,LINC00313,lncRNA,long intergenic non-protein coding RNA 313 [Source:HGNC Symbol;Acc:HGNC:16416]
ENST00000426942.5,ENSG00000185186.10,LINC00313,lncRNA,long intergenic non-protein coding RNA 313 [Source:HGNC Symbol;Acc:HGNC:16416]
ENST00000413721.5,ENSG00000185186.10,LINC00313,lncRNA,long intergenic non-protein coding RNA 313 [Source:HGNC Symbol;Acc:HGNC:16416]
ENST00000418516.1,ENSG00000185186.10,LINC00313,lncRNA,long intergenic non-protein coding RNA 313 [Source:HGNC Symbol;Acc:HGNC:16416]
ENST00000451543.5,ENSG00000185186.10,LINC00313,lncRNA,long intergenic non-protein coding RNA 313 [Source:HGNC Symbol;Acc:HGNC:16416]
ENST00000651216.1,ENSG00000185186.10,LINC00313,lncRNA,long intergenic non-protein coding RNA 313 [Source:HGNC Symbol;Acc:HGNC:16416]
ENST00000427188.1,ENSG00000185186.10,LINC00313,lncRNA,long intergenic non-protein coding RNA 313 [Source:HGNC Symbol;Acc:HGNC:16416]
ENST00000663956.1,ENSG00000185186.10,LINC00313,lncRNA,long intergenic non-protein coding RNA 313 [Source:HGNC Symbol;Acc:HGNC:16416]
ENST00000441283.1,ENSG00000185186.10,LINC00313,lncRNA,long intergenic non-protein coding RNA 313 [Source:HGNC Symbol;Acc:HGNC:16416]
ENST00000436359.1,ENSG00000223975.1,,lncRNA,novel transcript
ENST00000291560.7,ENSG00000160207.9,HSF2BP,protein_coding,heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226]
ENST00000443485.1,ENSG00000160207.9,HSF2BP,protein_coding,heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226]
ENST00000398116.2,ENSG00000214326.2,RPL31P1,processed_pseudogene,ribosomal protein L31 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10335]
ENST00000599962.2,ENSG00000234289.6,H2BS1,protein_coding,H2B.S histone 1 [Source:HGNC Symbol;Acc:HGNC:4762]
ENST00000613967.1,ENSG00000278433.1,MIR6070,miRNA,microRNA 6070 [Source:HGNC Symbol;Acc:HGNC:49950]
ENST00000645487.1,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000644251.1,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000495007.5,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000427803.6,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000493883.5,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000480786.1,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000348499.9,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000291577.11,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000389690.7,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000646873.1,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000488392.1,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000419699.1,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000449622.6,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000470545.1,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000642815.1,ENSG00000160221.18,GATD3A,protein_coding,glutamine amidotransferase like class 1 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:1273]
ENST00000645813.1,ENSG00000285413.1,,lncRNA,novel transcript
ENST00000411956.1,ENSG00000237604.1,,lncRNA,novel transcript
ENST00000665511.1,ENSG00000232124.3,,lncRNA,novel transcript
ENST00000437557.2,ENSG00000232124.3,,lncRNA,novel transcript
ENST00000423967.2,ENSG00000232124.3,,lncRNA,novel transcript
ENST00000643466.1,ENSG00000160223.17,ICOSLG,protein_coding,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]
ENST00000344330.8,ENSG00000160223.17,ICOSLG,protein_coding,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]
ENST00000407780.7,ENSG00000160223.17,ICOSLG,protein_coding,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]
ENST00000400379.7,ENSG00000160223.17,ICOSLG,protein_coding,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]
ENST00000400377.3,ENSG00000160223.17,ICOSLG,protein_coding,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]
ENST00000619053.1,ENSG00000278158.1,,lncRNA,novel transcript
ENST00000620163.1,ENSG00000275799.1,,lncRNA,novel transcript
ENST00000436357.5,ENSG00000142182.9,DNMT3L,protein_coding,DNA methyltransferase 3 like [Source:HGNC Symbol;Acc:HGNC:2980]
ENST00000628202.3,ENSG00000142182.9,DNMT3L,protein_coding,DNA methyltransferase 3 like [Source:HGNC Symbol;Acc:HGNC:2980]
ENST00000270172.7,ENSG00000142182.9,DNMT3L,protein_coding,DNA methyltransferase 3 like [Source:HGNC Symbol;Acc:HGNC:2980]
ENST00000431166.1,ENSG00000142182.9,DNMT3L,protein_coding,DNA methyltransferase 3 like [Source:HGNC Symbol;Acc:HGNC:2980]
ENST00000442785.1,ENSG00000232010.1,DNMT3L-AS1,lncRNA,DNMT3L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40189]
ENST00000530812.5,ENSG00000160224.17,AIRE,protein_coding,autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]
ENST00000527919.5,ENSG00000160224.17,AIRE,protein_coding,autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]
ENST00000291582.6,ENSG00000160224.17,AIRE,protein_coding,autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]
ENST00000337909.5,ENSG00000160224.17,AIRE,protein_coding,autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]
ENST00000397994.8,ENSG00000160224.17,AIRE,protein_coding,autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]
ENST00000397961.6,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000349048.9,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000496824.5,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000466134.5,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000628044.1,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000491298.1,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000474114.5,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000498841.5,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000460020.5,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000467315.5,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000460521.5,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000495274.1,ENSG00000141959.17,PFKL,protein_coding,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]"
ENST00000422357.5,ENSG00000241728.5,,lncRNA,"novel transcript, sense overlapping C21orf2"
ENST00000444409.1,ENSG00000241728.5,,lncRNA,"novel transcript, sense overlapping C21orf2"
ENST00000339818.9,ENSG00000160226.16,CFAP410,protein_coding,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]
ENST00000470196.5,ENSG00000160226.16,CFAP410,protein_coding,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]
ENST00000496321.5,ENSG00000160226.16,CFAP410,protein_coding,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]
ENST00000462742.1,ENSG00000160226.16,CFAP410,protein_coding,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]
ENST00000397956.7,ENSG00000160226.16,CFAP410,protein_coding,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]
ENST00000325223.7,ENSG00000160226.16,CFAP410,protein_coding,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]
ENST00000478674.1,ENSG00000160226.16,CFAP410,protein_coding,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]
ENST00000448927.1,ENSG00000184441.4,,lncRNA,"novel transcript, antisense to C21orf2"
ENST00000426029.1,ENSG00000232969.1,,lncRNA,novel transcript
ENST00000568332.1,ENSG00000260256.1,,lncRNA,novel transcript
ENST00000423310.2,ENSG00000230061.2,TRPM2-AS,lncRNA,TRPM2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:50758]
ENST00000456880.1,ENSG00000230061.2,TRPM2-AS,lncRNA,TRPM2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:50758]
ENST00000581669.1,ENSG00000266692.1,,snoRNA,
ENST00000583496.1,ENSG00000264452.1,,snoRNA,
ENST00000426578.1,ENSG00000229356.1,LRRC3-DT,lncRNA,LRRC3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:43636]
ENST00000291592.6,ENSG00000160233.8,LRRC3,protein_coding,leucine rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:14965]
ENST00000443300.1,ENSG00000224747.1,MTCYBP21,processed_pseudogene,MT-CYB pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:51977]
ENST00000443620.1,ENSG00000223431.1,MTND6P21,processed_pseudogene,MT-ND6 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:39639]
ENST00000445440.1,ENSG00000227999.1,MTND5P1,processed_pseudogene,MT-ND5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39644]
ENST00000617205.1,ENSG00000274225.1,,lncRNA,novel transcript
ENST00000449713.1,ENSG00000228709.1,LINC02575,lncRNA,long intergenic non-protein coding RNA 2575 [Source:HGNC Symbol;Acc:HGNC:53747]
ENST00000622854.1,ENSG00000277352.1,,lncRNA,novel transcript
ENST00000323084.9,ENSG00000175894.18,TSPEAR,protein_coding,thrombospondin type laminin G domain and EAR repeats [Source:HGNC Symbol;Acc:HGNC:1268]
ENST00000642437.1,ENSG00000175894.18,TSPEAR,protein_coding,thrombospondin type laminin G domain and EAR repeats [Source:HGNC Symbol;Acc:HGNC:1268]
ENST00000397916.1,ENSG00000175894.18,TSPEAR,protein_coding,thrombospondin type laminin G domain and EAR repeats [Source:HGNC Symbol;Acc:HGNC:1268]
ENST00000451035.2,ENSG00000235890.2,TSPEAR-AS1,lncRNA,TSPEAR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1271]
ENST00000430181.1,ENSG00000235890.2,TSPEAR-AS1,lncRNA,TSPEAR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1271]
ENST00000330490.3,ENSG00000182912.6,TSPEAR-AS2,lncRNA,TSPEAR antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:16428]
ENST00000354333.5,ENSG00000182912.6,TSPEAR-AS2,lncRNA,TSPEAR antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:16428]
ENST00000465978.1,ENSG00000182912.6,TSPEAR-AS2,lncRNA,TSPEAR antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:16428]
ENST00000658407.1,ENSG00000287088.1,,lncRNA,"novel transcript, antisense to TSPEAR"
ENST00000400375.1,ENSG00000215455.4,KRTAP10-1,protein_coding,keratin associated protein 10-1 [Source:HGNC Symbol;Acc:HGNC:22966]
ENST00000391621.1,ENSG00000205445.3,KRTAP10-2,protein_coding,keratin associated protein 10-2 [Source:HGNC Symbol;Acc:HGNC:22967]
ENST00000498210.1,ENSG00000205445.3,KRTAP10-2,protein_coding,keratin associated protein 10-2 [Source:HGNC Symbol;Acc:HGNC:22967]
ENST00000391620.2,ENSG00000212935.2,KRTAP10-3,protein_coding,keratin associated protein 10-3 [Source:HGNC Symbol;Acc:HGNC:22968]
ENST00000622352.3,ENSG00000215454.6,KRTAP10-4,protein_coding,keratin associated protein 10-4 [Source:HGNC Symbol;Acc:HGNC:20521]
ENST00000400374.4,ENSG00000215454.6,KRTAP10-4,protein_coding,keratin associated protein 10-4 [Source:HGNC Symbol;Acc:HGNC:20521]
ENST00000616689.2,ENSG00000215454.6,KRTAP10-4,protein_coding,keratin associated protein 10-4 [Source:HGNC Symbol;Acc:HGNC:20521]
ENST00000400372.1,ENSG00000241123.1,KRTAP10-5,protein_coding,keratin associated protein 10-5 [Source:HGNC Symbol;Acc:HGNC:22969]
ENST00000400368.1,ENSG00000188155.11,KRTAP10-6,protein_coding,keratin associated protein 10-6 [Source:HGNC Symbol;Acc:HGNC:20523]
ENST00000609664.2,ENSG00000272804.3,KRTAP10-7,protein_coding,keratin associated protein 10-7 [Source:HGNC Symbol;Acc:HGNC:22970]
ENST00000334662.2,ENSG00000187766.1,KRTAP10-8,protein_coding,keratin associated protein 10-8 [Source:HGNC Symbol;Acc:HGNC:20525]
ENST00000397911.5,ENSG00000221837.6,KRTAP10-9,protein_coding,keratin associated protein 10-9 [Source:HGNC Symbol;Acc:HGNC:22971]
ENST00000484861.1,ENSG00000221837.6,KRTAP10-9,protein_coding,keratin associated protein 10-9 [Source:HGNC Symbol;Acc:HGNC:22971]
ENST00000616529.1,ENSG00000221837.6,KRTAP10-9,protein_coding,keratin associated protein 10-9 [Source:HGNC Symbol;Acc:HGNC:22971]
ENST00000380095.2,ENSG00000221859.2,KRTAP10-10,protein_coding,keratin associated protein 10-10 [Source:HGNC Symbol;Acc:HGNC:22972]
ENST00000334670.9,ENSG00000243489.4,KRTAP10-11,protein_coding,keratin associated protein 10-11 [Source:HGNC Symbol;Acc:HGNC:20528]
ENST00000391618.1,ENSG00000212933.1,KRTAP12-4,protein_coding,keratin associated protein 12-4 [Source:HGNC Symbol;Acc:HGNC:20532]
ENST00000397907.1,ENSG00000205439.10,KRTAP12-3,protein_coding,keratin associated protein 12-3 [Source:HGNC Symbol;Acc:HGNC:20531]
ENST00000360770.3,ENSG00000221864.4,KRTAP12-2,protein_coding,keratin associated protein 12-2 [Source:HGNC Symbol;Acc:HGNC:20530]
ENST00000435590.1,ENSG00000229880.1,IMMTP1,processed_pseudogene,inner membrane mitochondrial protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6048]
ENST00000391617.1,ENSG00000187175.5,KRTAP12-1,protein_coding,keratin associated protein 12-1 [Source:HGNC Symbol;Acc:HGNC:20529]
ENST00000617417.1,ENSG00000276647.1,KRTAP12-6P,processed_pseudogene,"keratin associated protein 12-6, pseudogene [Source:HGNC Symbol;Acc:HGNC:53815]"
ENST00000400365.3,ENSG00000189169.7,KRTAP10-12,protein_coding,keratin associated protein 10-12 [Source:HGNC Symbol;Acc:HGNC:20533]
ENST00000618832.1,ENSG00000189169.7,KRTAP10-12,protein_coding,keratin associated protein 10-12 [Source:HGNC Symbol;Acc:HGNC:20533]
ENST00000412914.1,ENSG00000236382.1,KRTAP10-13P,unprocessed_pseudogene,"keratin associated protein 10-13, pseudogene [Source:HGNC Symbol;Acc:HGNC:34213]"
ENST00000345496.7,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000481546.1,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000497630.5,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000477954.5,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000491513.5,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000330942.9,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000478200.1,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000497664.5,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000462569.5,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000490450.5,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000496395.2,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000490091.1,ENSG00000184787.19,UBE2G2,protein_coding,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
ENST00000417820.1,ENSG00000236519.1,LINC01424,lncRNA,long intergenic non-protein coding RNA 1424 [Source:HGNC Symbol;Acc:HGNC:40558]
ENST00000475170.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000397852.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000397857.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000397854.7,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000652462.1,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000498666.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000355153.8,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000397850.6,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000523323.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000302347.10,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000479202.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000320216.10,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000521987.1,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000523663.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000522931.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000517563.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000522688.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000520389.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000524251.1,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000517819.5,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000479849.1,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000397846.7,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000523126.1,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000521995.1,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000518033.1,ENSG00000160255.18,ITGB2,protein_coding,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENST00000397887.7,ENSG00000183255.12,PTTG1IP,protein_coding,PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
ENST00000445724.3,ENSG00000183255.12,PTTG1IP,protein_coding,PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
ENST00000330938.8,ENSG00000183255.12,PTTG1IP,protein_coding,PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
ENST00000397886.3,ENSG00000183255.12,PTTG1IP,protein_coding,PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
ENST00000474737.5,ENSG00000183255.12,PTTG1IP,protein_coding,PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
ENST00000494690.5,ENSG00000183255.12,PTTG1IP,protein_coding,PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
ENST00000480234.1,ENSG00000183255.12,PTTG1IP,protein_coding,PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
ENST00000441379.5,ENSG00000227039.6,ITGB2-AS1,lncRNA,ITGB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44304]
